RUN	Heroukapp	heroukapp	1715584910836	 	3.6.1
USER	Login	START	1715584912081
USER	Delete Contacts	START	1715584912081
REQUEST		Login	1715584912141	1715584913146	OK	 
REQUEST		Get Contacts for delete	1715584912141	1715584913309	OK	 
REQUEST		Delete Contact	1715584913390	1715584913631	OK	 
REQUEST		Delete Contact	1715584913642	1715584913900	OK	 
REQUEST		Delete Contact	1715584913902	1715584914141	OK	 
REQUEST		Delete Contact	1715584914143	1715584914391	OK	 
REQUEST		Delete Contact	1715584914392	1715584914635	OK	 
REQUEST		Delete Contact	1715584914636	1715584914872	OK	 
REQUEST		Delete Contact	1715584914874	1715584915115	OK	 
USER	Login	END	1715584915206
REQUEST		Delete Contact	1715584915115	1715584915352	OK	 
REQUEST		Delete Contact	1715584915353	1715584915589	OK	 
REQUEST		Delete Contact	1715584915590	1715584915825	OK	 
REQUEST		Delete Contact	1715584915826	1715584916065	OK	 
REQUEST		Delete Contact	1715584916067	1715584916302	OK	 
REQUEST		Delete Contact	1715584916303	1715584916546	OK	 
REQUEST		Delete Contact	1715584916547	1715584916782	OK	 
REQUEST		Delete Contact	1715584916784	1715584917018	OK	 
REQUEST		Delete Contact	1715584917020	1715584917258	OK	 
REQUEST		Delete Contact	1715584917259	1715584917492	OK	 
REQUEST		Delete Contact	1715584917493	1715584917731	OK	 
REQUEST		Delete Contact	1715584917733	1715584917969	OK	 
REQUEST		Delete Contact	1715584917970	1715584918207	OK	 
REQUEST		Delete Contact	1715584918208	1715584918444	OK	 
REQUEST		Delete Contact	1715584918447	1715584918683	OK	 
REQUEST		Delete Contact	1715584918686	1715584918923	OK	 
REQUEST		Delete Contact	1715584918924	1715584919159	OK	 
REQUEST		Delete Contact	1715584919162	1715584919397	OK	 
REQUEST		Delete Contact	1715584919398	1715584919636	OK	 
REQUEST		Delete Contact	1715584919640	1715584919881	OK	 
REQUEST		Delete Contact	1715584919882	1715584920116	OK	 
REQUEST		Delete Contact	1715584920117	1715584920363	OK	 
REQUEST		Delete Contact	1715584920365	1715584920603	OK	 
REQUEST		Delete Contact	1715584920605	1715584920840	OK	 
REQUEST		Delete Contact	1715584920841	1715584921080	OK	 
REQUEST		Delete Contact	1715584921081	1715584921316	OK	 
REQUEST		Delete Contact	1715584921318	1715584921554	OK	 
REQUEST		Delete Contact	1715584921554	1715584921793	OK	 
REQUEST		Delete Contact	1715584921795	1715584922030	OK	 
REQUEST		Delete Contact	1715584922032	1715584922266	OK	 
REQUEST		Delete Contact	1715584922268	1715584922504	OK	 
REQUEST		Delete Contact	1715584922508	1715584922742	OK	 
REQUEST		Delete Contact	1715584922743	1715584922979	OK	 
REQUEST		Delete Contact	1715584922981	1715584923216	OK	 
REQUEST		Delete Contact	1715584923217	1715584923452	OK	 
REQUEST		Delete Contact	1715584923453	1715584923689	OK	 
REQUEST		Delete Contact	1715584923690	1715584923926	OK	 
REQUEST		Delete Contact	1715584923928	1715584924171	OK	 
REQUEST		Delete Contact	1715584924174	1715584924411	OK	 
REQUEST		Delete Contact	1715584924413	1715584924649	OK	 
REQUEST		Delete Contact	1715584924650	1715584924885	OK	 
REQUEST		Delete Contact	1715584924886	1715584925120	OK	 
REQUEST		Delete Contact	1715584925120	1715584925357	OK	 
REQUEST		Delete Contact	1715584925359	1715584925593	OK	 
REQUEST		Delete Contact	1715584925594	1715584925826	OK	 
REQUEST		Delete Contact	1715584925828	1715584926063	OK	 
REQUEST		Delete Contact	1715584926064	1715584926302	OK	 
REQUEST		Delete Contact	1715584926303	1715584926576	OK	 
REQUEST		Delete Contact	1715584926577	1715584926811	OK	 
REQUEST		Delete Contact	1715584926813	1715584927052	OK	 
