RUN	Heroukapp	heroukapp	1715335128012	 	3.6.1
USER	Login	START	1715335129132
USER	Delete Contacts	START	1715335129132
REQUEST		Login	1715335129185	1715335130213	OK	 
REQUEST		Get Contacts for delete	1715335129185	1715335130492	OK	 
REQUEST		Delete Contact	1715335130559	1715335130827	OK	 
REQUEST		Delete Contact	1715335130833	1715335131095	OK	 
REQUEST		Delete Contact	1715335131097	1715335131367	OK	 
REQUEST		Delete Contact	1715335131369	1715335131642	OK	 
REQUEST		Delete Contact	1715335131643	1715335131905	OK	 
REQUEST		Delete Contact	1715335131906	1715335132174	OK	 
USER	Login	END	1715335132262
REQUEST		Delete Contact	1715335132175	1715335132437	OK	 
REQUEST		Delete Contact	1715335132438	1715335132698	OK	 
REQUEST		Delete Contact	1715335132699	1715335132962	OK	 
REQUEST		Delete Contact	1715335132963	1715335133227	OK	 
REQUEST		Delete Contact	1715335133228	1715335133492	OK	 
REQUEST		Delete Contact	1715335133493	1715335133754	OK	 
REQUEST		Delete Contact	1715335133755	1715335134019	OK	 
REQUEST		Delete Contact	1715335134020	1715335134281	OK	 
REQUEST		Delete Contact	1715335134282	1715335134547	OK	 
REQUEST		Delete Contact	1715335134548	1715335134810	OK	 
REQUEST		Delete Contact	1715335134811	1715335135073	OK	 
REQUEST		Delete Contact	1715335135074	1715335135338	OK	 
REQUEST		Delete Contact	1715335135339	1715335135602	OK	 
REQUEST		Delete Contact	1715335135603	1715335135865	OK	 
REQUEST		Delete Contact	1715335135866	1715335136128	OK	 
REQUEST		Delete Contact	1715335136129	1715335136393	OK	 
REQUEST		Delete Contact	1715335136393	1715335136655	OK	 
REQUEST		Delete Contact	1715335136657	1715335136930	OK	 
REQUEST		Delete Contact	1715335136931	1715335137194	OK	 
REQUEST		Delete Contact	1715335137195	1715335137457	OK	 
REQUEST		Delete Contact	1715335137457	1715335137720	OK	 
REQUEST		Delete Contact	1715335137721	1715335137984	OK	 
REQUEST		Delete Contact	1715335137986	1715335138252	OK	 
REQUEST		Delete Contact	1715335138253	1715335138607	OK	 
REQUEST		Delete Contact	1715335138608	1715335138869	OK	 
REQUEST		Delete Contact	1715335138870	1715335139134	OK	 
REQUEST		Delete Contact	1715335139135	1715335139398	OK	 
REQUEST		Delete Contact	1715335139399	1715335139660	OK	 
REQUEST		Delete Contact	1715335139661	1715335139922	OK	 
REQUEST		Delete Contact	1715335139922	1715335140195	OK	 
REQUEST		Delete Contact	1715335140196	1715335140458	OK	 
REQUEST		Delete Contact	1715335140459	1715335140722	OK	 
REQUEST		Delete Contact	1715335140723	1715335140985	OK	 
REQUEST		Delete Contact	1715335140986	1715335141260	OK	 
REQUEST		Delete Contact	1715335141261	1715335141526	OK	 
REQUEST		Delete Contact	1715335141527	1715335141791	OK	 
REQUEST		Delete Contact	1715335141792	1715335142056	OK	 
REQUEST		Delete Contact	1715335142059	1715335142320	OK	 
REQUEST		Delete Contact	1715335142321	1715335142584	OK	 
REQUEST		Delete Contact	1715335142585	1715335142849	OK	 
REQUEST		Delete Contact	1715335142850	1715335143115	OK	 
REQUEST		Delete Contact	1715335143116	1715335143382	OK	 
REQUEST		Delete Contact	1715335143383	1715335143646	OK	 
REQUEST		Delete Contact	1715335143646	1715335143913	OK	 
REQUEST		Delete Contact	1715335143914	1715335144177	OK	 
